
3,6,True,492,True,145,True,209,False,3,False,7,False,5
3,6,True,94,True,78,True,116,False,11,False,11,False,7
3,6,True,253,True,36,True,21,False,6,False,8,False,4
3,6,True,23,True,35,True,48,False,3,False,8,False,6
3,3,True,5,True,4,True,5,False,4,True,3,False,4
3,3,True,7,True,6,True,8,False,6,True,5,False,5
3,3,True,5,True,8,True,5,True,4,True,5,True,4
3,9,True,6038,True,2815,True,1717,False,7,False,8,False,16
3,9,True,3579,True,1781,True,3334,False,8,False,11,False,11
3,9,True,181,True,2107,True,1652,False,6,False,10,False,18
3,9,True,50,True,308,True,924,False,8,False,15,False,14
3,9,True,93,True,496,True,541,False,13,False,10,False,12
3,9,True,515,True,195,True,629,False,10,False,19,False,12
3,9,True,740,True,377,True,513,False,8,False,12,False,11
3,9,True,246,True,188,True,1663,False,5,False,9,False,14
3,9,True,109,True,507,True,936,False,12,False,16,False,9
3,9,True,43038,True,4525,True,108,False,8,False,17,False,12
